StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1355,18,0,1,2,1.692975072,25,0,3,0,0,0,0,0.471283109,4
1356,17,0,0,3,2.385433441,11,1,2,0,0,0,0,2.211379528,3
1357,16,1,2,2,4.491647653,2,1,3,1,1,0,0,3.375252255,1
1358,18,1,1,1,10.00395871,3,0,4,0,1,0,0,3.203858191,1
1359,15,1,0,2,16.80885501,5,0,2,0,0,1,0,3.350179111,1
1360,17,0,1,2,14.02586684,11,0,2,0,0,0,0,1.72579153,4
1361,18,0,0,2,15.78081208,18,0,4,1,0,0,0,2.216603815,3
1362,15,1,0,3,7.019512479,9,0,1,1,0,0,1,2.004627317,3
1363,15,1,3,2,8.093074833,29,1,0,0,0,0,0,0.715742046,4
1364,16,0,0,3,7.87363772,0,1,4,0,0,1,0,3.880640085,0
1365,17,0,0,2,3.837463688,16,0,3,1,0,1,0,1.689528158,4
1366,17,1,2,1,1.224333163,15,0,4,1,1,0,1,1.757978804,4
1367,16,1,2,1,11.81832186,8,0,0,0,0,0,0,2.136399546,3
1368,16,0,0,1,19.78433367,24,1,1,0,1,0,0,0.911568271,4
1369,17,1,0,3,3.336594099,20,1,1,0,0,0,0,1.13780111,4
1370,17,0,0,2,0.933696398,8,1,3,1,0,0,1,2.349264927,3
1371,18,0,1,2,15.59063364,26,0,3,0,0,0,0,0.623747437,4
